itm_item;grp_dscgrp;sgr_dscsgr;itm_descri;itm_marca
0000000361;MATERIAL DE LIMPEZA;DIVERSOS;VASSOURA GARY PIACAVA 40CM. C/CABO DE MADEIRA;FORTLEVES
0000001853;EXPEDIENTE;DIVERSOS;PASTA PLASTICA C/ELASTICO ;
0000001722;FRIOS;DIVERSOS;CARNE BOVINA (FILE MIGNON) CONG.;FRIGOL
0000001152;;;CARTUCHO P/IMPRESSORA 5440 PRETO Nº 22 ;
0000000530;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL HIGIENICO FOLHA DUPLA FD.64X30M.;FOFINHO
0000000040;ENLATADOS;DIVERSOS;AMEIXA EM CALDA CX.12X150G.;ODERICH
0000001814;DESCARTAVEIS;DIVERSOS;RECIPIENTE TERMICO C/TAMPA CX.1000X300ML.;DART
0000000104;MATINAIS;DIVERSOS;FLOCOS DE CEREAIS NESTON CX.18X400G.;NESTLE
0000001016;PRODUTOS DE LIMPEZA;DIVERSOS;DETERGENTE ALCALINO SLIMP MAQ BOB.20L.;PLAX
0000001363;MASSAS E BISCOITOS;DIVERSOS;CANAPES DIVERSOS TAM. PEQUENO PCT.100UND.;W&M
0000001889;TEMPEROS E CONDIMENTOS;DIVERSOS;VINAGRE VINHO TINTO BALSAMICO CX.12X500M.;MARATA
0000002094;MATERIAIS DURAVEIS;DIVERSOS;REDE INFANTIL;
0000001894;MATERIAIS DURAVEIS;DIVERSOS;VELA PARA FILTRO DE AGUA;
0000000150;;;BOBINA P/FAX PAPEL TERMICO TAM.215X30MT. ;
0000001169;MATINAIS;DIVERSOS;PEPTAMEN UTI EMB.1000ML.;NESTLE
0000000737;MATINAIS;DIVERSOS;CAFE MOIDO ALMOFADA FD.50X100G.;PURO
0000000402;PRODUTOS DE LIMPEZA;DIVERSOS;DETERGENTE S-AZ CX.04X05L.;SANDET
0000001472;;;ETIQUETA J.TINTA 6085 CARTA PCT.10FLS.;PIMACO
0000000096;DOCES;DIVERSOS;DOCE DE LEITE CREMOSO CX.12X400G.;FLOR DO LAR
0000000520;TEMPEROS E CONDIMENTOS;DIVERSOS;MOLHO DE SOJA CX.12X150ML.;RUAH
0000001039;ENLATADOS;DIVERSOS;AZEITONA VERDE EM CONSERVA CX.12X500G.;TING
0000000264;;;LIVRO PROTOCOLO 100FLS.;GRAFSET
0000001631;;;CAIXA CORRESPONDENCIA TRIPLA;MENNO
0000000491;PRODUTOS DE HIGIENE;DIVERSOS;FRALDAS DESC. INFANTIL TAM.M PCT.09UND.;
0000001112;DESCARTAVEIS;DIVERSOS;PAPEL TOALHA BOBINA FD.04X400MTS.;ECOGARDEN
0000001606;PRODUTOS DE HIGIENE;DIVERSOS;FRALDAS DESC. INFANTIL TAM.XG PCT.09UND.;DRY
0000000656;BEBIDAS;DIVERSOS;REFRIGERANTE DE LARANJA  CX.12X350ML.;FANTA
0000001165;MATERIAIS DURAVEIS;DIVERSOS;GARRAFA PLASTICA DE ROSCA P/AGUA CAP.1.750ML.;SANREMO
0000001277;MATINAIS;DIVERSOS;CHA SACHET DE BOLDO CX.24X10G.;MARATA
0000000354;MATINAIS;DIVERSOS;ADOCANTE LIQUIDO CX.12X65ML.;GOLD
0000001731;MATERIAIS DURAVEIS;DIVERSOS;FOGAO INDUSTRIAL 4B SIMPLES PM 400;PROGAS
0000000099;BEBIDAS;DIVERSOS;SUCO CONCENTRADO DE UVA CX.12X01LT.;CANA
0000001624;MATINAIS;DIVERSOS;SUPLEMENTO ALIM. MALTODEXTRINA CX.05X01KG.;PETER CARBO
0000000286;TEMPEROS E CONDIMENTOS;DIVERSOS;MAIONESE EM SACHET CX.182X08G.;HELLMANN'S
0000000996;PRODUTOS DE HIGIENE;DIVERSOS;ANTISSEPTICO LIQUIDO 30ML.;
0000001871;MATERIAL DE LIMPEZA;DIVERSOS;VASSOURA PLASTICA GARY NYLON 40CM. C/CABO ;FORTLEVES
0000001750;;;PRANCHETA ;ACRIMET
0000001046;MATERIAL DE LIMPEZA;DIVERSOS;PAPEL TOALHA BCO. C/2 DOBRAS FD.1.250FLS.;NATURALLE
0000001030;ENLATADOS;DIVERSOS;SELETA DE LEGUMES CX.24X200G.;
0000000730;MATINAIS;DIVERSOS;CAFE MOIDO A VACUO PURO SELO ABIC CX.20X250G ;PILAO
0000000587;FRIOS;DIVERSOS;MAMAO FORMOSA 1ª QUALIDADE;CEASA
0000000195;DESCARTAVEIS;DIVERSOS;PAPEL ALUMINIO ROL.30CMX7,5M.;TERMICA
0000001027;PRODUTOS DE LIMPEZA;DIVERSOS;LIMPADOR DE ALUMINIO CX.24X500ML.;LIMPA FACIL
0000000819;PRODUTOS DE LIMPEZA;DIVERSOS;AGUA SANITARIA CX.12X01LT.;IDEAL
0000001805;MATERIAIS DURAVEIS;DIVERSOS;MESA DE SOM C/08 CANAIS;
0000000898;TEMPEROS E CONDIMENTOS;DIVERSOS;PAPRICA DOCE PCT.12X40GR.;
0000000786;EXPEDIENTE;DIVERSOS;FITA DECORATIVA CORES VARIADAS TAM.16X50MT.;
0000000962;DESCARTAVEIS;DIVERSOS;SACO PLASTICO TRANSP. CAP.02K. PCT.25KG.;DORIPLAST
0000000897;MASSAS E BISCOITOS;DIVERSOS;PANETONE 400GR.;TOMMY
0000000643;FRIOS;DIVERSOS;CARNE BOVINA MOIDA CONG. CX.20X500G.;MELLORE
0000000335;MATINAIS;DIVERSOS;MISTURA A BASE DE MORANGO NESQUIK CX.48X200G.;NESTLE
0000001289;MATERIAL DE LIMPEZA;DIVERSOS;RODO VAI E VEM 1272 TAM.30CM.;BETTANIN
0000002112;INFORMATICA;DIVERSOS;SMARTPHONE GALAXY ACE4 NEO;SANSUNG
0000001424;MATERIAIS DURAVEIS;DIVERSOS;TELA PROJECAO TAM.1,80X1,80M. COM TRIPE;
0000000024;MATERIAL DE LIMPEZA;DIVERSOS;SACO PLASTICO PARA LIXO PCT.100X200LT.;RAVA
0000001076;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL TOALHA INTERF. BCO. TAM.23X20CM CX.2000FLS. ;GOLD
0000001160;TEMPEROS E CONDIMENTOS;DIVERSOS;REALCADOR DE SABOR 200G.;AJI-NO-MOTO
0000001474;BEBIDAS;DIVERSOS;REFRESCO EM PO SAB. VARIADOS CX.10X100G.;NUTRIMENTAL
0000000582;BEBIDAS;DIVERSOS;VINHO TINTO 4,600ML.;SAO BRAZ
0000000922;DESCARTAVEIS;DIVERSOS;AVENTAL EM PLASTICO BCO. LEITOSO TAM.80X70CM.;LUSTRA MIL
0000001568;MATERIAIS DURAVEIS;DIVERSOS;COLHER DE ALUMINIO;
0000001371;;;FORMULARIO CONTINUO 2 VIAS 240X279,4 CX.1.500FLS.;PRATIC FORM
0000000795;DOCES;DIVERSOS;PACOQUINHA DE AMENDOIM POT.500G.;MINDY
0000001588;FRIOS;DIVERSOS;CREME DE NATA POT.01KG. ;PURA NATA
0000001026;MASSAS E BISCOITOS;DIVERSOS;MACARRAO PARAFUSO FD.10X500G.;BRANDINI
0000002014;MATERIAIS DURAVEIS;DIVERSOS;CAIXA DE DESCARGA;
0000001105;MATERIAL DE LIMPEZA;DIVERSOS;VASSOURA NYLON FORTPLUMA C/CABO REV. CX.12UND.;J P
0000001483;;;LAPIS CARA PINTADA;
0000001324;EXPEDIENTE;DIVERSOS;LIVRO DE PONTO C/100FLS.;
0000001157;CEREAIS;DIVERSOS;FLOCOS DE MILHO PRE-COZIDO FD.30X500G.;CLARAMIL
0000001720;MATINAIS;DIVERSOS;SUPLEMENTO ALIM. ALBUMINA CX.10X500GR.;PETER FOOD
0000000409;FRIOS;DIVERSOS;FILE DE PEITO DE FRANGO EMPANADO CONG.;SADIA
0000001883;;;TELA PARA PINTURA TAM.30X40CM.;ACRILEX
0000000291;ENLATADOS;DIVERSOS;CREME DE LEITE TP CX.27X200G.;ITAMBE
0000001412;DESCARTAVEIS;DIVERSOS;CURATIVO CX.36UND.;
0000000655;BEBIDAS;DIVERSOS;REFRIGERANTE DE COLA ZERO DESC. FD.06X02LT.;COCA-COLA
0000001752;DOCES;DIVERSOS;MEL DE ABELHA 01LT.;CEASA
0000001090;MATERIAIS DURAVEIS;DIVERSOS;FAQUEIRO EM INOX PCT.12UND.;TRAMONTINA
0000001593;MASSAS E BISCOITOS;DIVERSOS;BISCOITO ROSQUINHA DE CHOCOLATE CX.12X400G;PELAGGIO
0000000302;TEMPEROS E CONDIMENTOS;DIVERSOS;ADITIVO PARA PAO CX.24X150G.;ZAS
0000001113;MATERIAL DE LIMPEZA;DIVERSOS;DETERGENTE LAVANDA CX.04X05L.;BRIOLIM
0000000131;MATERIAL DE LIMPEZA;DIVERSOS;BALDE PLASTICO COM TAMPA CAP.60LT.;IBAP
0000000863;DOCES;DIVERSOS;CHOCOLATE AO LEITE EM BARRA CX.15X30G.;NESTLE
0000001114;MATERIAL DE LIMPEZA;DIVERSOS;DESINFETANTE LIQUIDO CX.04X05LT.;DRAGAO
0000000944;BEBIDAS;DIVERSOS;REFRIGERANTE DE UVA DESC. FD.06X02LT.;FANTA
0000000257;MATINAIS;DIVERSOS;SUSTARE CX.12X360G.;OLVEBRA
0000001772;TEMPEROS E CONDIMENTOS;DIVERSOS;MANJERICAO PCT.12X10G.;ISHASHI
0000012478;FRIOS;DIVERSOS;XXXX;
0000001346;;;REABASTECEDOR DE PINCEL P/QUADRO BCO. CX.12X15ML.;
0000001788;FRIOS;DIVERSOS;TOMILHO;CEASA
0000001397;DESCARTAVEIS;DIVERSOS;REFIL PARA FILTRO INDUSTRIAL;
0000000553;FRIOS;DIVERSOS;PIMENTA DE CHEIRO;CEASA
0000002015;MATERIAIS DURAVEIS;DIVERSOS;SAX SOPRANO SM - 35;MICHAEL
0000000629;BEBIDAS;DIVERSOS;REFRIGERANTE DE GUARANA CX.12X350ML.;ANTARCTICA
0000000427;PRODUTOS DE LIMPEZA;DIVERSOS;INSETICIDA AEROSOL CX.12X300ML.;FORTMULTI
0000001098;MATERIAIS DURAVEIS;DIVERSOS;MESA PLASTICA QUADRADA;IBAP
0000000902;HORTIFRUTI;DIVERSOS;BETERRABA 1ª QUALIDADE;CEASA
0000001993;MATERIAIS DURAVEIS;DIVERSOS;MODULO ISOLADOR;MICROSOL
0000001426;;;TINTA MARCADOR PARA QUADRO BRANCO TUB.200ML;RADEX
0000000052;MATERIAIS DURAVEIS;DIVERSOS;BATERIA ALCALINA 9V.;RAYOVAC
0000000538;MATERIAIS DURAVEIS;DIVERSOS;DISPENSER PAPEL TOALHA CLASSIC 90011;DALPONT
0000001635;INFORMATICA;DIVERSOS;MOUSE OPTICO;
0000001728;FRIOS;DIVERSOS;CARNE BOVINA (ALCATRA) EM BIFES CONG.;
0000000650;TEMPEROS E CONDIMENTOS;DIVERSOS;GLUTAMATO MONOSSODICO 01KG.;AJI-NO-MOTO
0000000879;ENLATADOS;DIVERSOS;CEREJAS EM CALDA CX.12X125G.;VERDETO
0000001818;;;JOELHO SOLDAVEL 25MM.;KRONA
0000001714;MATERIAIS DURAVEIS;DIVERSOS;"MONITOR LED 18,5""";PHILIPS
0000000753;BEBIDAS;DIVERSOS;SUCO CONCENTRADO DE CAJU CX.12X01LT.;CANA
0000001064;MATERIAL DE LIMPEZA;DIVERSOS;PULVERIZADOR COM GATILHO CAP.500ML;GUARANY
0000001282;DESCARTAVEIS;DIVERSOS;SACO PLASTICO P/HOT DOG TAM.25X11CM.;SOLMAR
0000000852;FRIOS;DIVERSOS;MARACUJA GRANDE 1ª QUALIDADE;CEASA
0000001480;MATERIAIS DURAVEIS;DIVERSOS;FANTASIA;
0000002020;MATERIAIS DURAVEIS;DIVERSOS;BALAO VOLUMETRICO;
0000000547;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL HIGIENICO FOLHA DUPLA CX.08X150M.;DALPONT
0000000400;EXPEDIENTE;DIVERSOS;LAPIS BORRACHA CX.12UND.;
0000000805;;;CARBONO 01 FACE COMUM PRETO C-122 CX.100FLS.;CONCEPT
0000000421;MATERIAL DE LIMPEZA;DIVERSOS;ESTOPA ALVEJADA PCT.100G.;FOFINHA
0000000343;MATINAIS;DIVERSOS;LEITE EM PO DESNATADO FD.50X200G.;ITAMBE
0000000583;;;GIZ COLORIDO CX.40UND.;
0000000524;MATERIAL DE LIMPEZA;DIVERSOS;FLANELA 100% ALGODAO TAM.40X60CM.;POPO
0000001209;FRIOS;DIVERSOS;UVAS ROXA;CEASA
0000000981;EXPEDIENTE;DIVERSOS;EXTRATOR DE GRAMPO EM ACO INOX;
0000000205;TEMPEROS E CONDIMENTOS;DIVERSOS;CREME DE CEBOLA CX.12X68G.;MAGGI
0000005121;EXPEDIENTE;DIVERSOS;PLASTICO P/PLASTIFICADORA A4 PCT.100UND;
0000000605;PRODUTOS DE HIGIENE;DIVERSOS;SABONETE LIQUIDO ANTISSEPTICO CX.12X01LT.;ASEPLYNE
0000001492;MATERIAIS DURAVEIS;DIVERSOS;SUPORTE P/TV LCD/LED/PLASMA;AGUIAR
0000001771;FRIOS;DIVERSOS;JILO;CEASA
0000000030;MATINAIS;DIVERSOS;AMIDO AROMATIZADO CREMOGEMA TRAD. CX.48X200G.;MAIZENA
0000001377;MATERIAIS DURAVEIS;DIVERSOS;TROFEU;
0000000477;MATERIAL DE LIMPEZA;DIVERSOS;RODO PLASTICO PUSH BORRACHA DUPLA C/CABO 41CM;BETTANIN
0000001605;CEREAIS;DIVERSOS;FLOCOS DE MILHO PRE-COZIDO FD.15X01KG.;MARATA
0000001713;;;TINTA P/CARIMBO AZUL TUB.40ML.;RADEX
0000001407;FRIOS;DIVERSOS;CARNE BOVINA MOIDA DE 1ª PCT.01KG;BELLO CORTE
0000001633;ENLATADOS;DIVERSOS;AZEITONA VERDE S/CAROCO 1,8KG. (300G.);
0000001077;PRODUTOS DE HIGIENE;DIVERSOS;FRALDAS EM TECIDO PCT.05UND.;
0000000059;MATERIAIS DURAVEIS;DIVERSOS;CADEIRA PLASTICA S/BRACOS;IBAP
0000000292;BEBIDAS;DIVERSOS;REFRIGERANTE SABORES VARIADOS DESC. FD.06X02LT.;MAIS SABOR 
0000000060;MATERIAIS DURAVEIS;DIVERSOS;LIXEIRA COM PEDAL CAP.60LT.;PLASTEC
0000001914;MATERIAIS DURAVEIS;DIVERSOS;FONTE 450W. NOMINAL 230W. REAL;GOLDENTEC
0000000781;MATERIAL DE LIMPEZA;DIVERSOS;SACO PLASTICO TRANSP. BOBINA TAM.34X45CM.;SEGPLAST
0000001358;;;GRAFITE CX.12UND.;
0000000399;MATINAIS;DIVERSOS;NAN SOY CX.06X400G.;NESTLE
0000001944;MATERIAIS DURAVEIS;DIVERSOS;REATOR METALICO;
0000000896;TEMPEROS E CONDIMENTOS;DIVERSOS;CANELA EM CASCA PCT.250G.;BALDARATE
0000000621;MASSAS E BISCOITOS;DIVERSOS;PAO FRANCES 200G.;W&M
0000001587;FRIOS;DIVERSOS;GELO EM ESCAMAS SAC.30KG.;CRISTALINO
0000001493;;;FITA CASSETE 60MIN. CX.10UND.;EMTEC
0000000308;CEREAIS;DIVERSOS;MILHO PARA PIPOCA FD.20X500G.;YOKI KERI 
0000001850;MATERIAIS DURAVEIS;DIVERSOS;CANETA RETRO PROJETOR;
0000001194;MATERIAIS DURAVEIS;DIVERSOS;CONJ. DID. ELETRICO MAGNETICO;
0000000953;;;GRAMPO GALVANIZADO SEMI-IND. 23/13 CX.1000UND.;UFFIZI
0000001071;MATERIAL DE LIMPEZA;DIVERSOS;ESCOVA USO GERAL (UNHAS) REF. 9138;BETTANIN
0000001336;EXPEDIENTE;DIVERSOS;PASTA POLIONDA;
0000000599;MATERIAL DE LIMPEZA;DIVERSOS;BALDE PLASTICO COM TAMPA CAP.20LT.;IBAP
0000001207;MATINAIS;DIVERSOS;MARGARINA S/SAL EM SACHET CX.192X10G.;BOM SABOR
0000000112;PRODUTOS DE LIMPEZA;DIVERSOS;POLIDOR DE ALUMINIO CX.12X500ML.;K. BRILHO
0000001701;MATERIAIS DURAVEIS;DIVERSOS;PROJETOR MULTIMIDIA TELA 4X3 DATA SHOW;NEC LUMENS
0000000033;MATERIAIS DURAVEIS;DIVERSOS;PILHA ALCALINA MEDIA;PANASONIC
0000000983;HORTIFRUTI;DIVERSOS;ABOBORA CABOCLO 1ª QUALIDADE;CEASA
0000000874;;;PERFURADOR 02 FUROS CORPO METAL C/REGUA ;EAGLE
0000000925;TEMPEROS E CONDIMENTOS;DIVERSOS;TEMPERO P/CARNE GRILL CX.06X01K.;MAGGI
0000000391;ENLATADOS;DIVERSOS;ATUM RALADO CX.24X170G.;88
0000001613;ENLATADOS;DIVERSOS;EXTRATO DE TOMATE CX.24X350G.;ARISCO
0000001942;;;LAMPADA VAPOR SODIO 70WT.;
0000001890;;;PAPEL DE PRESENTE LUXO PCT.20UND.;VMP
0000000797;TEMPEROS E CONDIMENTOS;DIVERSOS;MAIONESE BAL.03KG;CREMMY
0000000817;MATERIAL DE LIMPEZA;DIVERSOS;PA PLASTICA P/LIXO 145 CLIPAR;BETTANIN
0000001584;MATERIAIS DURAVEIS;DIVERSOS;DISPENSER P/PAPEL TOALHA EMOTION;DALPONT
0000000044;FRIOS;DIVERSOS;FILE DE COXA E SOBRECOXA DE FRANGO CX.18KG.;SEARA
0000000093;MATERIAL DE LIMPEZA;DIVERSOS;PANO P/COPA EM ALGODAO TAM.65X40CM. PCT.07UND.;ENXUGA BEM
0000000892;FRIOS;DIVERSOS;RABANETE;CEASA
0000001833;DESCARTAVEIS;DIVERSOS;LUVA PVC C/FORRO CABO LONGO 36CM.;
0000000456;PRODUTOS DE LIMPEZA;DIVERSOS;ACIDO MURIATICO CX.12X01LT.;COMBATE
0000001322;EXPEDIENTE;DIVERSOS;LIGAS PCT.100G.;
0000002061;MATERIAIS DURAVEIS;DIVERSOS;CERAMICA ;
0000001210;FRIOS;DIVERSOS;QUEIJO RICOTA ;MIMOSO
0000001632;DOCES;DIVERSOS;PASTILHAS DE HORTELA CX.08X05X17G.;GAROTO
0000000907;MATINAIS;DIVERSOS;ALIMENTO A BASE DE MILHO EM SACHET CX.12X230G.;NUTRILON
0000000657;BEBIDAS;DIVERSOS;REFRIGERANTE DE GUARANA DESC. FD.12X600ML.;ANTARCTICA
0000000801;BEBIDAS;DIVERSOS;REFRIGERANTE DE COLA DESC. FD.06X2,5LT.;COCA COLA
0000000072;TEMPEROS E CONDIMENTOS;DIVERSOS;NOZ MOSCADA CX.12X40G.;TANY
0000001754;TEMPEROS E CONDIMENTOS;DIVERSOS;VINAGRE AGRIN VINHO BCO. CX.12X500ML.;MARATA
0000002086;MATERIAIS DURAVEIS;DIVERSOS;ESPARADRAPO;
0000001421;CEREAIS;DIVERSOS;SASSAMI DE FRANGO CONG. PCT.01KG.;PERDIGAO
0000000704;TEMPEROS E CONDIMENTOS;DIVERSOS;MOLHO DE PIMENTA CX.12X500ML.;NERUSKA
0000000157;MATINAIS;DIVERSOS;ACHOCOLATADO EM PO ACTIGEN NESCAU CX.30X400G.;NESTLE
0000001497;PRODUTOS DE LIMPEZA;DIVERSOS;CLORO GRANULADO BAL.10KG.;CLORAGEM
0000000845;FRIOS;DIVERSOS;PRESUNTO DE PERU;REZENDE
0000001351;;;TINTA NANQUIM 20ML;
0000001453;MATINAIS;DIVERSOS;SUPLEMENTO ALIM. NUTRISON SOYA LAT.800G.;SUPORTE
0000000298;MATERIAL DE LIMPEZA;DIVERSOS;VASSOURA P/SANITARIO VASSOURITA;BETTANIN
0000002043;MATERIAIS DURAVEIS;DIVERSOS;DOMINO EM MADEIRA;XALINGO
0000000300;MATINAIS;DIVERSOS;NAN 1 PRO CX.12X400G.;NESTLE
0000000550;DESCARTAVEIS;DIVERSOS;SACO PLASTICO TRANSP. TAM.45X65CM.;DORIPLAST
0000001306;BEBIDAS;DIVERSOS;NECTAR DE FRUTA SABOR CAJU CX.200ML.;DAFRUTA
0000000192;PRODUTOS DE LIMPEZA;DIVERSOS;PURIFICADOR DE AR CX.12X360ML.;GLADE
0000000846;MATERIAL DE LIMPEZA;DIVERSOS;TELA DESODORIZADORA P/MICTORIO CX.12UND.;BRALIMPIA
0000002038;MATERIAIS DURAVEIS;DIVERSOS;MESA DE PING PONG EM MADEIRA;XALINGO
0000000868;MASSAS E BISCOITOS;DIVERSOS;BOLO FOFO SABORES VARIADOS 500G.;W&M
0000000982;FRIOS;DIVERSOS;PIMENTAO AMARELO;CEASA
0000000837;MATINAIS;DIVERSOS;LEITE LONGA VIDA DESNATADO UHT CX.12X01LT.;
0000000284;;;FITA DE PVC P/EMPACOT. ROL.45X50;3M
0000001195;MASSAS E BISCOITOS;DIVERSOS;PAO DE FORMA S/CASCA PCT.500G.;W&M
0000001963;ENLATADOS;DIVERSOS;FERMENTO BIOLOGICO SECO SACHET CX.60X10G;DR. OETKER
0000001982;;;DUREPOX;
0000001640;MATERIAIS DURAVEIS;DIVERSOS;MESA MULTIFUNCAO P/ESCRITORIO TAM.90X68CM.;RIVEL MOVEIS
0000000961;DESCARTAVEIS;DIVERSOS;LAMINA DE BARBEAR CTL.20X03UND.;WILLKINSON
0000000156;BEBIDAS;DIVERSOS;SUCO CONCENTRADO DE CAJU CX.12X500ML.;CANA
0000000386;TEMPEROS E CONDIMENTOS;DIVERSOS;BATATA PALHA PCT.140G.;ENXUTINHA
0000001215;PRODUTOS DE HIGIENE;DIVERSOS;PAPEL HIGIENICO KAI KAI CX.9000FLS;GOLD
0000001739;MATERIAL DE LIMPEZA;DIVERSOS;SUPORTE P/MOP UMIDO C/GARRA ;CERTEC
0000001842;;;RAQUETE DE MADEIRA;
0000000159;DESCARTAVEIS;DIVERSOS;COPO DESCARTAVEL PCT.100X200ML.;MARATA
0000001462;MATERIAIS DURAVEIS;DIVERSOS;FLAUTA GER./BAR. SR 18/1;
0000000825;MATERIAL DE LIMPEZA;DIVERSOS;BALDE PLASTICO CAP.10LT.;IBAP
0000000719;PRODUTOS DE LIMPEZA;DIVERSOS;SABAO LIQ. NEUTRO CEDRO GEL CX.04X05LT.;FAXQUIMICA
0000001504;BEBIDAS;DIVERSOS;VINHO BRANCO SECO 4,600ML.;GAUCHO
0000001658;MATERIAIS DURAVEIS;DIVERSOS;MAQUINA LEVANTAR VIDRO ESQUERDO;
0000000102;MATINAIS;DIVERSOS;NESTOGENO 1 CX.12X400G.;NESTLE
0000001180;FRIOS;DIVERSOS;MANJERICAO;CEASA
0000001303;MATERIAIS DURAVEIS;DIVERSOS;MICROSCOPIO KIT X5P - 2XT;
0000002064;MATERIAIS DURAVEIS;DIVERSOS;TROMPETE WTRM36;MICHAEL
0000001287;MATINAIS;DIVERSOS;PO P/GELATINA SAB. VARIADOS CX.10X01KG.;PRONTO FRESCO
0000001119;EXPEDIENTE;DIVERSOS;TINTA P/IMPRESSORA 100ML.;
0000001341;;;CD VIRGEM;
0000000154;MATINAIS;DIVERSOS;NAN SEM LACTOSE CX.12X400G.;NESTLE
0000001858;;;FITA COLORPRINT EPSON FX890 8019 C/2UN;
0000000905;FRIOS;DIVERSOS;MELAO JAPONES 1ª QUALIDADE;CEASA
0000002074;MATERIAIS DURAVEIS;DIVERSOS;UNIDADE CONDENSADORA FH 18K 220V;ELGIN
0000000054;MATINAIS;DIVERSOS;PEPTAMEN UTI CX.24X250ML.;NESTLE
0000001464;MATERIAIS DURAVEIS;DIVERSOS;ESPUMA EM SPRAY CX.12X350ML.;
0000000742;FRIOS;DIVERSOS;CARNE BOVINA (PICADINHO) CONG.;DUBOI
0000000378;PRODUTOS DE HIGIENE;DIVERSOS;COLONIA ALFAZEMA CX.12X500ML.;RASNA
0000001598;PERMANENTE;DIVERSOS;BEBEDOURO INDUSTRIAL 4 TORNEIRAS;L&R
0000001961;PRODUTOS DE HIGIENE;DIVERSOS;COLONIA INFANTIL CX.12X260ML.;RASNA
0000001711;BEBIDAS;DIVERSOS;SUCO PRONTO UHT SAB. VARIADOS CX.12X01LT.;MARATA
0000000242;BEBIDAS;DIVERSOS;SUCO CONCENTRADO DE GOIABA CX.12X500ML.;CANA
0000000799;DESCARTAVEIS;DIVERSOS;TAMPA P/RECIPIENTE TERMICO PCT.100X500ML.;DART
0000000435;DOCES;DIVERSOS;DOCE MARIOLA DE GOIABA PCT.20UND.;FLOR DO LAR
0000002091;MATERIAIS DURAVEIS;DIVERSOS;CONJUNTO MESA E CADEIRA PRE ESCOLAR 800X800MM;
0000000894;DOCES;DIVERSOS;BOMBONS SORTIDOS CX.400G.;NESTLE
0000000984;HORTIFRUTI;DIVERSOS;ALFACE AMERICANA ;CEASA
0000001851;;;CLIPS 1/0 CX.100UND.;
0000001331;;;EVA CORES VARIADAS PEQUENO;
0000001657;TEMPEROS E CONDIMENTOS;DIVERSOS;ALECRIM CX.12X10G.;TANY
0000000839;MATERIAIS DURAVEIS;DIVERSOS;DISPENSER MINI ROLL P/PAPEL TOALHA 90012;DALPONT
0000001622;MATINAIS;DIVERSOS;SUPLEMENTO ALIM. CALOGEM S/SABOR CX.12X200ML.;SUPORTE
0000001150;;;CARTUCHO P/IMPRESSORA PSC 1510 COLOR Nº 93;HP
0000000967;CEREAIS;DIVERSOS;PERA;CEASA
0000000532;MATERIAIS DURAVEIS;DIVERSOS;DISPENSER P/PAPEL HIGIENICO ROL.300M/500M.;JSN
0000001620;MATINAIS;DIVERSOS;SUPLEMENTO ALIM. TCM OLEO CX.12X250ML.;SUPORTE
0000001043;TEMPEROS E CONDIMENTOS;DIVERSOS;LEITE DE COCO CX.12X600ML.;MENINA
0000001601;MASSAS E BISCOITOS;DIVERSOS;MINI PANETONE 80GR.;W&M
0000001831;MATERIAIS DURAVEIS;DIVERSOS;DUPLICADOR ALCOOL ;COPIATIC MENNO
0000001063;TEMPEROS E CONDIMENTOS;DIVERSOS;VINAGRE DE ALCOOL CX.12X500ML.;MARATA
0000001214;PRODUTOS DE LIMPEZA;DIVERSOS;SABAO EM PO SACHET FD.10X01KG.;
0000000548;MATERIAIS DURAVEIS;DIVERSOS;CRACHA;
0000001313;DOCES;DIVERSOS;DOCE DE BANANA CX.24X300G.;XAVANTE
0000001599;FRIOS;DIVERSOS;CARNE BOVINA MOIDA INATURA PCT.500G.;MAFRIPAR
0000001413;;;REVISTA EM QUADRINHOS INFANTIL;
0000001576;PRODUTOS DE LIMPEZA;DIVERSOS;OLEO LUSTRADOR CX.24X100ML.;PEROBA
0000001682;;;EVA CORES VARIADAS TAM.40X90 PCT.10UND.;
0000001807;DESCARTAVEIS;DIVERSOS;ESPONJA PARA FLORES CX.24UND.;FLORAL
0000002109;MATERIAIS DURAVEIS;DIVERSOS;TATAME;
0000000639;MATINAIS;DIVERSOS;MISTURA P/BEBIDA LACTEA PCT.01KG.;FORMA FACIL
0000000644;EXPEDIENTE;DIVERSOS;FITA ISOLANTE ROL.20MT.;
0000001996;MATERIAL DE LIMPEZA;DIVERSOS;ESCOVA P/LIMPEZA DE MAMADEIRAS;FORTLEVES
0000001569;MATERIAIS DURAVEIS;DIVERSOS;KIT DE PRIMEIROS SOCORROS C/MALETA;
0000000330;;;MASSA PARA MODELAR CX.06UND.;
0000001917;;;PRATO PLASTICO ESCOLAR;
0000001161;MATERIAL DE LIMPEZA;DIVERSOS;DISCO REMOVEDOR P/ENC. IND. BRANCO 35CM.;BETTANIN
0000001452;PERMANENTE;DIVERSOS;ARMARIO EM ACO;DM
0000000559;MATERIAL DE LIMPEZA;DIVERSOS;PANO P/LIMPEZA VERDE ROL.300M.;BETTANIN
0000001003;FRIOS;DIVERSOS;MACAXEIRA 1ª  QUALIDADE;CEASA
0000001798;EXPEDIENTE;DIVERSOS;SIANINHA DOURADA;
0000001429;;;TINTA GUACHE PCT.06X15ML.;
